status,type_of_facility,county,beds_ready_to_accept_patients,patients_in_beds,beds_in_warm_status,date
Ready,Alternate Care Site,Sacramento,20,0,224,3/7/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/7/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/7/2021
Ready,Alternate Care Site,Imperial,35,0,90,3/7/2021
Ready,Alternate Care Site,Tulare,15,0,108,3/7/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/7/2021
Ready,Alternate Care Site,Los Angeles,46,0,0,3/7/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/7/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/7/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/7/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/7/2021
Ready,Residential Alternate Care Site,Orange,2,4,0,3/7/2021
Ready,Alternate Care Site,Orange,11,14,155,3/7/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/7/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/7/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/7/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/8/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/8/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/8/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/8/2021
Ready,Alternate Care Site,Orange,13,12,155,3/8/2021
Ready,Residential Alternate Care Site,Orange,3,3,0,3/8/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/8/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/8/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/8/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/8/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/8/2021
Ready,Alternate Care Site,Los Angeles,46,0,0,3/8/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/8/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/8/2021
Ready,Alternate Care Site,Tulare,15,0,108,3/8/2021
Ready,Alternate Care Site,Imperial,35,0,90,3/8/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/8/2021
Ready,Alternate Care Site,Sacramento,20,0,224,3/8/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/8/2021
Ready,Alternate Care Site,Orange,13,12,155,3/9/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/9/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/9/2021
Ready,Alternate Care Site,Imperial,35,0,90,3/9/2021
Ready,Alternate Care Site,Sacramento,20,0,224,3/9/2021
Ready,Residential Alternate Care Site,Orange,3,3,0,3/9/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/9/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/9/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/9/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/9/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/9/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/9/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/9/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/9/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/9/2021
Ready,Alternate Care Site,Los Angeles,38,8,0,3/9/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/9/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/9/2021
Ready,Alternate Care Site,Tulare,15,0,108,3/9/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/10/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/10/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/10/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/10/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/10/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/10/2021
Ready,Alternate Care Site,Los Angeles,32,14,0,3/10/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/10/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/10/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/10/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/10/2021
Ready,Residential Alternate Care Site,Orange,3,3,0,3/10/2021
Ready,Alternate Care Site,Orange,14,11,155,3/10/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/10/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/10/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/10/2021
WARM Status,Alternate Care Site,Sacramento,20,0,224,3/10/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/10/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/10/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/11/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/11/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/11/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/11/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/11/2021
Ready,Alternate Care Site,Los Angeles,25,21,0,3/11/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/11/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/11/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/11/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/11/2021
Ready,Residential Alternate Care Site,Orange,3,3,0,3/11/2021
Ready,Alternate Care Site,Orange,17,8,155,3/11/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/11/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/11/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/11/2021
WARM Status,Alternate Care Site,Sacramento,20,0,224,3/11/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/11/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/11/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/11/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/12/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/12/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/12/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,3/12/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/12/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/12/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/12/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/12/2021
Ready,Residential Alternate Care Site,Orange,3,3,0,3/12/2021
Ready,Alternate Care Site,Orange,19,6,155,3/12/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/12/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/12/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/12/2021
WARM Status,Alternate Care Site,Sacramento,20,0,224,3/12/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/12/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/12/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/12/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/12/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/12/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/13/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/13/2021
Ready,Alternate Care Site,Orange,19,6,155,3/13/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/13/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/13/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/13/2021
WARM Status,Alternate Care Site,Sacramento,20,0,224,3/13/2021
Ready,Residential Alternate Care Site,Orange,3,3,0,3/13/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/13/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/13/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/13/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/13/2021
Ready,Alternate Care Site,Los Angeles,17,29,0,3/13/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/13/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/13/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/13/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/13/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/13/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/13/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/14/2021
Ready,Alternate Care Site,Orange,19,6,155,3/14/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/14/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/14/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/14/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/14/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/14/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/14/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,3/14/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/14/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/14/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/14/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/14/2021
WARM Status,Alternate Care Site,Sacramento,20,0,224,3/14/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/14/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/14/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/14/2021
Ready,Residential Alternate Care Site,Orange,3,3,0,3/14/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/14/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/15/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,3/15/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/15/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/15/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/15/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/15/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/15/2021
WARM Status,Alternate Care Site,Sacramento,0,0,244,3/15/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/15/2021
Ready,Alternate Care Site,Orange,20,5,155,3/15/2021
Ready,Residential Alternate Care Site,Orange,3,3,0,3/15/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/15/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/15/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/15/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/15/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/15/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/15/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/15/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/15/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/16/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/16/2021
Ready,Alternate Care Site,Orange,25,0,155,3/16/2021
Ready,Residential Alternate Care Site,Orange,5,1,0,3/16/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/16/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/16/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/16/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/16/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/16/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/16/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/16/2021
Ready,Alternate Care Site,Los Angeles,18,28,0,3/16/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/16/2021
WARM Status,Alternate Care Site,Sacramento,0,0,244,3/16/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/16/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/16/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/16/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/16/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/16/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/17/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/17/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/17/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/17/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/17/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/17/2021
Ready,Alternate Care Site,Orange,25,0,155,3/17/2021
Ready,Residential Alternate Care Site,Orange,5,1,0,3/17/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/17/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/17/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/17/2021
Ready,Alternate Care Site,Los Angeles,13,33,0,3/17/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/17/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/17/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/17/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/17/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/17/2021
WARM Status,Alternate Care Site,Sacramento,0,0,244,3/17/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/17/2021
Ready,Alternate Care Site,Los Angeles,7,39,0,3/18/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/18/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/18/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/18/2021
WARM Status,Alternate Care Site,Orange,25,0,155,3/18/2021
Ready,Residential Alternate Care Site,Orange,6,0,0,3/18/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/18/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/18/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/18/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/18/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/18/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/18/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/18/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/18/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/18/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/18/2021
WARM Status,Alternate Care Site,Sacramento,0,0,244,3/18/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/18/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/18/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/19/2021
Ready,Alternate Care Site,Los Angeles,2,44,0,3/19/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/19/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/19/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/19/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/19/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/19/2021
WARM Status,Alternate Care Site,Sacramento,0,0,244,3/19/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/19/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/19/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/19/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/19/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/19/2021
WARM Status,Alternate Care Site,Orange,25,0,155,3/19/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/19/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/19/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/19/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/19/2021
Ready,Residential Alternate Care Site,Orange,6,0,0,3/19/2021
Ready,Residential Alternate Care Site,Orange,6,0,0,3/20/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/20/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/20/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/20/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/20/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/20/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/20/2021
WARM Status,Alternate Care Site,Orange,25,0,155,3/20/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/20/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/20/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/20/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/20/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/20/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/20/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/20/2021
Ready,Alternate Care Site,Los Angeles,3,43,0,3/20/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/20/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/20/2021
WARM Status,Alternate Care Site,Sacramento,0,0,244,3/20/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/21/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/21/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/21/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/21/2021
WARM Status,Alternate Care Site,Sacramento,0,0,244,3/21/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/21/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/21/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/21/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/21/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/21/2021
Ready,Alternate Care Site,Los Angeles,2,44,0,3/21/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/21/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/21/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/21/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/21/2021
Ready,Residential Alternate Care Site,Orange,6,0,0,3/21/2021
WARM Status,Alternate Care Site,Orange,25,0,155,3/21/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/21/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/21/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/22/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/22/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/22/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/22/2021
WARM Status,Federal Medical Station,Riverside,0,0,250,3/22/2021
WARM Status,Alternate Care Site,Sacramento,0,0,244,3/22/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/22/2021
WARM Status,Alternate Care Site,Orange,25,0,155,3/22/2021
Ready,Residential Alternate Care Site,Orange,6,0,0,3/22/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/22/2021
ColdStatus,Residential Alternate Care Site,Riverside,0,0,0,3/22/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/22/2021
Ready,Alternate Care Site,Los Angeles,3,43,0,3/22/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/22/2021
ColdStatus,Alternate Care Site,San Mateo,0,0,0,3/22/2021
WARM Status,Federal Medical Station,Fresno,0,0,125,3/22/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/22/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/22/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/22/2021
ColdStatus,Federal Medical Station,San Francisco,0,0,0,3/23/2021
WARM Status,Federal Medical Station,Contra Costa,0,0,250,3/23/2021
WARM Status,Alternate Care Site,Orange,25,0,155,3/23/2021
Ready,Residential Alternate Care Site,Orange,6,0,0,3/23/2021
ColdStatus,Residential Alternate Care Site,Sacramento,0,0,0,3/23/2021
ColdStatus,Residential Alternate Care Site,Madera,0,0,0,3/23/2021
ColdStatus,Residential Alternate Care Site,Stanislaus,0,0,0,3/23/2021
ColdStatus,Residential Alternate Care Site,San Joaquin,0,0,0,3/23/2021
Ready,Alternate Care Site,Los Angeles,3,43,0,3/23/2021
WARM Status,Federal Medical Station,San Francisco,0,0,125,3/23/2021
ColdStatus,Residential Alternate Care Site,Los Angeles,-4,4,0,3/23/2021
WARM Status,Alternate Care Site,Tulare,15,0,108,3/23/2021
WARM Status,Alternate Care Site,Imperial,35,0,90,3/23/2021
Ready,Alternate Care Site,San Diego,24,6,170,3/23/2021
